instruction,ISA,depend on macro,valid,why invalid,tested,comment
BX_IA_V512_VPACKUSDW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPACKUSDW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKLBW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKLBW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKHBW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKHBW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKLWD_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKLWD_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKHWD_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPUNPCKHWD_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPAVGB_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPAVGB_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPAVGW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPAVGW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMADDUBSW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMADDUBSW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULLW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULLW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULHW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULHW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULHUW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULHUW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULHRSW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMULHRSW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPSRLDQ_UdqIb,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPSLLDQ_UdqIb,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPSADBW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMADDWD_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMADDWD_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,
BX_IA_V512_VPMADD52LUQ_VdqHdqWdq,BX_ISA_AVX512_IFMA52,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,
BX_IA_V512_VPMADD52LUQ_VdqHdqWdq_Kmask,BX_ISA_AVX512_IFMA52,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,
BX_IA_V512_VPMADD52HUQ_VdqHdqWdq,BX_ISA_AVX512_IFMA52,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,
BX_IA_V512_VPMADD52HUQ_VdqHdqWdq_Kmask,BX_ISA_AVX512_IFMA52,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,
BX_IA_V512_VPMULTISHIFTQB_VdqHdqWdq,BX_ISA_AVX512_VBMI,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,
BX_IA_V512_VPMULTISHIFTQB_VdqHdqWdq_Kmask,BX_ISA_AVX512_VBMI,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,no,
BX_IA_V512_VPERMB_VdqHdqWdq_Kmask,BX_ISA_AVX512_VBMI,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,VexW alias
BX_IA_V512_VPERMW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPERMT2B_VdqHdqWdq_Kmask,BX_ISA_AVX512_VBMI,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,VexW alias
BX_IA_V512_VPERMT2W_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPERMI2B_VdqHdqWdq_Kmask,BX_ISA_AVX512_VBMI,BX_SUPPORT_EVEX,N,only supported in Cannonlake and IceLake,0,VexW alias
BX_IA_V512_VPERMI2W_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTF32x4_VpsHpsWpsIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTF64x2_VpdHpdWpdIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTF32x4_VpsHpsWpsIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTF64x2_VpdHpdWpdIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTF32x8_VpsHpsWpsIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTF64x4_VpdHpdWpdIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTF32x8_VpsHpsWpsIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTF64x4_VpdHpdWpdIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTI32x4_VdqHdqWdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTI64x2_VdqHdqWdqIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTI32x4_VdqHdqWdqIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTI64x2_VdqHdqWdqIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTI32x8_VdqHdqWdqIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTI64x4_VdqHdqWdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VINSERTI32x8_VdqHdqWdqIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VINSERTI64x4_VdqHdqWdqIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,no,VexW alias
BX_IA_V512_VEXTRACTF32x4_WpsVpsIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF64x2_WpdVpdIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF32x4_WpsVpsIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF64x2_WpdVpdIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF32x8_WpsVpsIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF64x4_WpdVpdIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF32x8_WpsVpsIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTF64x4_WpdVpdIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI32x4_WdqVdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI64x2_WdqVdqIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI32x4_WdqVdqIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI64x2_WdqVdqIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI32x8_WdqVdqIb,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI64x4_WdqVdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI32x8_WdqVdqIb_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VEXTRACTI64x4_WdqVdqIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF32x2_VpsWq,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTSD_VpdWsd,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,145253,VexW alias
BX_IA_V512_VBROADCASTF32x2_VpsWq_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTSD_VpdWsd_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI32x2_VdqWq,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPBROADCASTQ_VdqWq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI32x2_VdqWq_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPBROADCASTQ_VdqWq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF32x4_VpsWps,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF64x2_VpdWpd,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF32x4_VpsWps_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF64x2_VpdWpd_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF32x8_VpsWps,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF64x4_VpdWpd,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF32x8_VpsWps_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTF64x4_VpdWpd_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI32x4_VdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI64x2_VdqWdq,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI32x4_VdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI64x2_VdqWdq_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI32x8_VdqWdq,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI64x4_VdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI32x8_VdqWdq_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VBROADCASTI64x4_VdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMULLD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMULLQ_VdqHdqWdq,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMULLD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMULLQ_VdqHdqWdq_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPADDD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPADDQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPADDD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPADDQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSUBD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSUBQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSUBD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSUBQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDND_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDNQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDND_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPANDNQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPORD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPORQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPORD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPORQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPXORD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPXORQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,2994,VexW alias
BX_IA_V512_VPXORD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPXORQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDPS_VpsHpsWps,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDPD_VpdHpdWpd,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDPS_VpsHpsWps_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDPD_VpdHpdWpd_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDNPS_VpsHpsWps,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDNPD_VpdHpdWpd,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDNPS_VpsHpsWps_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VANDNPD_VpdHpdWpd_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VORPS_VpsHpsWps,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VORPD_VpdHpdWpd,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VORPS_VpsHpsWps_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VORPD_VpdHpdWpd_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VXORPS_VpsHpsWps,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VXORPD_VpdHpdWpd,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VXORPS_VpsHpsWps_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VXORPD_VpdHpdWpd_Kmask,BX_ISA_AVX512_DQ,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXSD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXSQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXSD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXSQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXUD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXUQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXUD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMAXUQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINSD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINSQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINSD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINSQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINUD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINUQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINUD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPMINUQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VALIGND_VdqHdqWdqIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VALIGNQ_VdqHdqWdqIb_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPALIGNR_VdqHdqWdqIb,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPALIGNR_VdqHdqWdqIb_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VDBPSADBW_VdqHdqWdqIb_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRLVW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRLVD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRLVQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAVW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAVD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAVQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSLLVW_VdqHdqWdq,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSLLVD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSLLVQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPROLVD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPROLVQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPRORVD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPRORVQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRLVW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRLVD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRLVQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAVW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAVD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAVQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSLLVW_VdqHdqWdq_Kmask,BX_ISA_AVX512_BW,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSLLVD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSLLVQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPROLVD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPROLVQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPRORVD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPRORVQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAD_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAQ_VdqHdqWdq,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAD_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAQ_VdqHdqWdq_Kmask,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAD_UdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPSRAQ_UdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPRORD_UdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPRORQ_UdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPROLD_UdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
BX_IA_V512_VPROLQ_UdqIb,BX_ISA_AVX512,BX_SUPPORT_EVEX,Y,,0,VexW alias
